X,Y,Z
-360,-233.0,130
-126,-104.3,130
-70,-73.5,130
-40,-128.05,130
-70,-73.5,130
-67,-71.85,130
-19,-45.45,130
62,-0.9,130
120,31.0,130
150,-23.55,130
120,31.0,130
300,130.0,130
