X,Y,Z
-360,-233.0,130
-70,-73.5,130
-40,-128.05,130
-70,-73.5,130
10,-29.5,130
15,-26.75,130
120,31.0,130
150,-23.55,130
120,31.0,130
206,78.3,130
257,106.35,130
300,130.0,130
