X,Y,Z
-360,-233.0,128
-126,-104.3,128
-70,-73.5,128
-67,-71.85,128
-19,-45.45,128
62,-0.9,128
120,31.0,128
150,-23.55,128
120,31.0,128
300,130.0,128
